#SampleID,SampleType,Population,Subpopulation,Year,Month,Day,Name,Group,Subgroup,Type_CE,Stage,Visit,VisitLF,ScoreFaeces,Treatment,CIBDAI_1,CIBDAI_2,SignsDurationMonths,Localisation,StudyDurationWeeks,ConcurrentDiseases,LaboratoryFindings,Breed,Diet,AgeDays,Sex,NeuteringStatus,Run,Description,Sample_or_Control
sa433,Faeces,Total_Bacteria_IgG,IgG,2010,7,7,Boof_Hedges,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,2,Sensitivity,4,0,28,Large_Intestine,NA,Atopy_Hydroxyzine_Cortavan,Mild_ALP_ cholesterol_increase_ mild_eosinophilia_stress_leukogram,Great_Dane,Sensitivity,900,Male,Yes,1,Boof_Hedges_General_Presort_IgG_V2_Rep1_FVASLMML665,True Sample
sa579,Water_presort,Water_presort_IgG,IgG,2010,7,7,Boof_Hedges,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,2,Sensitivity,4,0,28,Large_Intestine,NA,Atopy_Hydroxyzine_Cortavan,Mild_ALP_ cholesterol_increase_ mild_eosinophilia_stress_leukogram,Great_Dane,Sensitivity,900,Male,Yes,1,Boof_Hedges_presort_IgG_V2_Rep1_FVASLMML667,Control Sample
sa360,Faeces,IgG+,IgG,2010,7,7,Boof_Hedges,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,2,Sensitivity,4,0,28,Large_Intestine,NA,Atopy_Hydroxyzine_Cortavan,Mild_ALP_ cholesterol_increase_ mild_eosinophilia_stress_leukogram,Great_Dane,Sensitivity,900,Male,Yes,1,Boof_Hedges_IgG+_V2_Rep1_FVASLMML669,True Sample
sa479,Faeces,IgG-,IgG,2010,7,7,Boof_Hedges,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,2,Sensitivity,4,0,28,Large_Intestine,NA,Atopy_Hydroxyzine_Cortavan,Mild_ALP_ cholesterol_increase_ mild_eosinophilia_stress_leukogram,Great_Dane,Sensitivity,900,Male,Yes,1,Boof_Hedges_IgG-_V2_Rep1_FVASLMML671,True Sample
sa84,Small_Intestine_Biopsy,NA,Intestine,2010,7,7,Boof_Hedges,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,NA,Sensitivity,4,0,28,Large_Intestine,NA,Atopy_Hydroxyzine_Cortavan,Mild_ALP_ cholesterol_increase_ mild_eosinophilia_stress_leukogram,Great_Dane,Sensitivity,900,Male,Yes,1,HedgesSI_V2_Rep1_FVASLMML673,True Sample
sa306,Faeces,Total_Bacteria_IgA,IgA,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_Presort_General_IgA_V1_Rep1_FVASLMML675,True Sample
sa365,Water_presort,Water_presort_IgA,IgA,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_presort_IgA_V1_Rep1_FVASLMML677,Control Sample
sa248,Faeces,IgA+,IgA,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgA+_V1_Rep1_FVASLMML679,True Sample
sa387,Water_negative,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,Negative_Rep1_FVASLMML681,Control Sample
sa400,Faeces,IgA-,IgA,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgA-_V1_Rep1_FVASLMML683,True Sample
sa316,Faeces,Total_Bacteria_IgA,IgA,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_Presort_General_IgA_V2_Rep1_FVASLMML685,True Sample
sa100,Water_presort,Water_presort_IgA,IgA,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_presort_IgA_V2_Rep1_FVASLMML687,Control Sample
sa534,Faeces,IgA+,IgA,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgA+_V2_Rep1_FVASLMML689,True Sample
sa101,Faeces,IgA-,IgA,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgA-_V2_Rep1_FVASLMML691,True Sample
sa319,Faeces,Total_Bacteria_IgG,IgG,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_Presort_General_IgG_V1_Rep1_FVASLMML693,True Sample
sa79,Water_presort,Water_presort_IgG,IgG,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_presort_IgG_V1_Rep1_FVASLMML695,Control Sample
sa507,Faeces,IgG+,IgG,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgG+_V1_Rep1_FVASLMML697,True Sample
sa208,Faeces,IgG-,IgG,2014,10,8,Finnegan,Healthy,NA,NA,NA,1,NA,3,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgG-_V1_Rep1_FVASLMML699,True Sample
sa283,Faeces,Total_Bacteria_IgG,IgG,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_Presort_General_IgG_V2_Rep1_FVASLMML701,True Sample
sa375,Mock_community,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Positive_mock_community_Rep1_FVASLMML703,True Sample
sa129,Water_presort,Water_presort_IgG,IgG,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_presort_IgG_V2_Rep1_FVASLMML705,Control Sample
sa652,Faeces,IgG+,IgG,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgG+_V2_Rep1_FVASLMML707,True Sample
sa109,Faeces,IgG-,IgG,2014,11,13,Finnegan,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Siberian_Husky_Cross,J_D_Hills,4015,Male,Yes,1,Finnegan_IgG-_V2_Rep1_FVASLMML709,True Sample
sa52,Faeces,Total_Bacteria_IgA,IgA,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,Unknown,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pipsqueek_General_Presort_IgA_V1_Rep1_FVASLMML711,True Sample
sa367,Water_presort,Water_presort_IgA,IgA,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pispsqueek_presort_IgA_V1_Rep1_FVASLMML713,Control Sample
sa329,Faeces,IgA+,IgA,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pipsqueek_IgA+_V1_Rep1_FVASLMML715,True Sample
sa194,Faeces,IgA-,IgA,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pipsqueek_IgA-_V1_Rep1_FVASLMML717,True Sample
sa264,Faeces,Total_Bacteria_IgG,IgG,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pipsqueek_General_Presort_IgG_V1_Rep1_FVASLMML719,True Sample
sa165,Water_presort,Water_presort_IgG,IgG,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pispsqueek_presort_IgG_V1_Rep1_FVASLMML721,Control Sample
sa275,Faeces,IgG+,IgG,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pipsqueek_IgG+_V1_Rep1_FVASLMML723,True Sample
sa126,Faeces,IgG-,IgG,2014,12,16,Pissqueek,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Hypoallergenic_Oxytetracycline_200mg_Omeprazole,Unknown,Unknown,4,No_biopsy,NA,None,Hypoproteinemia_Hypoalbuminemia,Maltese_Terrier,Z_D_Hills_Hypoallergenic,1260,Female,No,1,Pipsqueek_IgG-_V1_Rep1_FVASLMML725,True Sample
sa494,Interun_control,NA,NA,NA,NA,NA,Interun_control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Interun_control_Rep1_FVASLMML727,True Sample
sa249,Faeces,Total_Bacteria_IgA,IgA,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel Presort General IgA V1_Rep1_FVASLMML729,True Sample
sa217,Water_presort,Water_presort_IgA,IgA,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel presort IgA V1_Rep1_FVASLMML731,Control Sample
sa381,Faeces,IgA+,IgA,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgA+ V1_Rep1_FVASLMML733,True Sample
sa621,Faeces,IgA-,IgA,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgA- V1_Rep1_FVASLMML735,True Sample
sa267,Faeces,Total_Bacteria_IgA,IgA,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel Presort General IgA V2_Rep1_FVASLMML737,True Sample
sa397,Water_presort,Water_presort_IgA,IgA,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel presort IgA V2_Rep1_FVASLMML739,Control Sample
sa586,Faeces,IgA+,IgA,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgA+ V2_Rep1_FVASLMML741,True Sample
sa610,Faeces,IgA-,IgA,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgA- V2_Rep1_FVASLMML743,True Sample
sa626,Faeces,Total_Bacteria_IgA,IgA,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,5110,Female,Yes,2,Bonnie General Presort IgA V1_Rep1_FVASLMML745,True Sample
sa337,Water_presort,Water_presort_IgA,IgA,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,5110,Female,Yes,2,Bonnie presort IgA V1_Rep1_FVASLMML747,Control Sample
sa154,Faeces,IgA+,IgA,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,5110,Female,Yes,2,Bonnie IgA+ V1_Rep1_FVASLMML749,True Sample
sa697,Faeces,IgA-,IgA,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,5110,Female,Yes,2,Bonnie IgA- V1_Rep1_FVASLMML751,True Sample
sa560,Faeces,Total_Bacteria_IgG,IgG,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel Presort General IgG V1_Rep1_FVASLMML753,True Sample
sa399,Water_presort,Water_presort_IgG,IgG,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel presort IgG V1_Rep1_FVASLMML755,Control Sample
sa427,Faeces,IgG+,IgG,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgG+ V1_Rep1_FVASLMML757,True Sample
sa209,Faeces,IgG-,IgG,2014,10,27,Diesel,Healthy,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgG- V1_Rep1_FVASLMML759,True Sample
sa21,Faeces,Total_Bacteria_IgG,IgG,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel Presort General IgG V2_Rep1_FVASLMML761,True Sample
sa186,Water_presort,Water_presort_IgG,IgG,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel presort IgG V2_Rep1_FVASLMML763,Control Sample
sa187,Faeces,IgG+,IgG,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgG+ V2_Rep1_FVASLMML765,True Sample
sa389,Faeces,IgG-,IgG,2014,11,27,Diesel,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,Catledog_Cross,J_D_Hills,2920,Male,Yes,2,Diesel IgG- V2_Rep1_FVASLMML767,True Sample
sa653,Faeces,Total_Bacteria_IgG,IgG,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgG V1_Rep1_FVASLMML769,True Sample
sa601,Water_presort,Water_presort_IgG,IgG,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgG V1_Rep1_FVASLMML771,Control Sample
sa54,Faeces,IgG+,IgG,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG+ V1_Rep1_FVASLMML773,True Sample
sa581,Faeces,IgG-,IgG,2015,3,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG- V1_Rep1_FVASLMML775,True Sample
sa503,Faeces,Total_Bacteria_IgA,IgA,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgA V2_Rep1_FVASLMML777,True Sample
sa333,Water_presort,Water_presort_IgA,IgA,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgA V2_Rep1_FVASLMML779,Control Sample
sa487,Faeces,IgA+,IgA,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgA+ V2_Rep1_FVASLMML781,True Sample
sa619,Faeces,IgA-,IgA,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgA- V2_Rep1_FVASLMML783,True Sample
sa454,Faeces,Total_Bacteria_IgA,IgA,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgA V4_Rep1_FVASLMML785,True Sample
sa102,Water_presort,Water_presort_IgA,IgA,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgA V4_Rep1_FVASLMML787,Control Sample
sa133,Faeces,IgA+,IgA,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgA+ V4_Rep1_FVASLMML789,True Sample
sa10,Faeces,IgA-,IgA,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgA- V4_Rep1_FVASLMML791,True Sample
sa383,Faeces,Total_Bacteria_IgG,IgG,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgG V2_Rep1_FVASLMML793,True Sample
sa529,Water_presort,Water_presort_IgG,IgG,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgG V2_Rep1_FVASLMML795,Control Sample
sa68,Faeces,IgG+,IgG,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG+ V2_Rep1_FVASLMML797,True Sample
sa538,Faeces,IgG-,IgG,2015,4,10,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG- V2_Rep1_FVASLMML799,True Sample
sa608,Faeces,Total_Bacteria_IgG,IgG,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgG V4_Rep1_FVASLMML801,True Sample
sa467,Water_presort,Water_presort_IgG,IgG,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgG V4_Rep1_FVASLMML803,Control Sample
sa115,Faeces,IgG+,IgG,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG+ V4_Rep1_FVASLMML805,True Sample
sa302,Faeces,IgG-,IgG,2015,6,24,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG- V4_Rep1_FVASLMML807,True Sample
sa50,Faeces,Total_Bacteria_IgA,IgA,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgA V5_Rep1_FVASLMML809,True Sample
sa223,Water_presort,Water_presort_IgA,IgA,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgA V5_Rep1_FVASLMML811,Control Sample
sa408,Faeces,IgA+,IgA,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgA+ V5_Rep1_FVASLMML813,True Sample
sa597,Faeces,IgA-,IgA,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgA- V5_Rep1_FVASLMML815,True Sample
sa238,Faeces,Total_Bacteria_IgG,IgG,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie General Presort IgG V5_Rep1_FVASLMML817,True Sample
sa138,Water_presort,Water_presort_IgG,IgG,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie presort IgG V5_Rep1_FVASLMML819,Control Sample
sa93,Faeces,IgG+,IgG,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG+ V5_Rep1_FVASLMML821,True Sample
sa295,Faeces,IgG-,IgG,2015,7,22,Bonnie,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Z_D_Hills_Sensitivity_Hypoallergenic,6,0,7,Mixed,17,None,WNL,GSD,Z_D_Hills_Sensitivity_Hypoallergenic,420,Female,Yes,2,Bonnie IgG- V5_Rep1_FVASLMML823,True Sample
saNA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Negative_Rep1_FVASLMML825,Control Sample
